region,region_population_thousands,latitude,longitude,property_type,property_age,area_sqm,bedrooms,bathrooms,floor,distance_to_center,has_elevator,has_garden,has_parking,price,address,neighborhood,construction_quality,energy_rating,last_renovation,transaction_date,price_per_sqm
Tunis,634,36.80123876583858,10.181110809164373,Apartment,14,82,4,2,8,4.5,False,False,False,269000,"180 Impasse Ibn Sina, Apt. 20, Tunis, Tunisia",Le Bardo,Premium,E,,2023-06-15,3280
Tataouine,100,32.951632528873226,10.446545559479462,Apartment,3,151,2,1,2,11.8,False,False,False,162000,"51 Place Ali Belhouane, Apt. 30, Tataouine, Tunisia",,Good,B,,2022-06-01,1073
Sousse,270,35.82637468768366,10.61206498312046,Apartment,13,133,1,1,0,5.1,False,False,True,323000,"179 Impasse Khezama, Apt. 20, Sousse, Tunisia",Cité Médina,Basic,E,,2023-09-19,2429
Sousse,270,35.79961737369337,10.621839993650086,Apartment,16,107,3,1,1,4.4,False,False,False,269000,"197 Impasse Ibn Sina, Apt. 15, Sousse, Tunisia",El Oliveraie,Luxury,D,2009.0,2022-06-21,2514
Ben Arous,600,36.76232915464594,10.209363244667959,Apartment,20,91,1,1,2,4.0,False,False,False,193000,"158 Boulevard 14 Janvier, Ben Arous, Tunisia",El Parc,Good,E,2010.0,2022-07-23,2121
Sousse,270,35.80518809794023,10.630148030401795,Studio,5,36,0,1,3,1.8,True,False,True,53000,"84 Impasse Hammam Sousse, Apt. 5, Sousse, Tunisia",Sahloul,Good,C,,2023-05-10,1472
Manouba,400,36.81679185193041,10.107603599612396,Studio,25,43,0,1,8,5.2,False,True,False,37000,"29 Boulevard Hédi Chaker, Apt. 11, Manouba, Tunisia",Hay Palmeraie,Standard,C,2021.0,2023-09-18,860
Sidi Bouzid,160,35.02222253370492,9.464779407368601,House,36,299,2,3,0,11.0,False,True,True,418000,"197 Boulevard Bardo, Sidi Bouzid, Tunisia",Quartier Parc,Good,E,2021.0,2024-03-25,1398
Tunis,634,36.82851985169728,10.169533319128105,Apartment,15,100,1,1,1,4.6,False,False,True,259000,"131 Rue 14 Janvier, Apt. 7, Tunis, Tunisia",Carthage,Standard,B,,2022-07-04,2590
Sidi Bouzid,160,35.055967324880434,9.50397457252314,Villa,0,376,4,3,0,14.4,False,True,True,1376000,"143 Rue Ali Belhouane, Sidi Bouzid, Tunisia",Cité Parc,Luxury,A,,2023-01-11,3660
Kebili,80,33.71772612958812,8.952041680332629,House,30,292,3,3,0,6.4,False,True,True,495000,"137 Impasse Bardo, Kebili, Tunisia",Cité Parc,Good,E,,2023-11-25,1695
Tunis,634,36.82259007296271,10.19496252796208,Apartment,25,168,3,1,5,3.3,False,False,True,587000,"62 Place El Menzah, Apt. 11, Tunis, Tunisia",Carthage,Luxury,E,2017.0,2023-08-10,3494
Tozeur,70,33.92453614950531,8.125360101758448,Apartment,8,111,1,2,6,10.9,True,False,False,124000,"99 Rue Hédi Chaker, Apt. 38, Tozeur, Tunisia",,Standard,C,,2024-01-19,1117
Nabeul,200,36.43942543021333,10.718594460604018,House,40,135,5,2,0,3.5,False,True,True,494000,"112 Place Paris, Nabeul, Tunisia",,Basic,D,2013.0,2023-11-22,3659
Gabès,200,33.88188785334504,10.102463043775492,Apartment,1,131,4,1,4,10.6,True,False,True,258000,"140 Avenue Ali Belhouane, Apt. 5, Gabès, Tunisia",Quartier Jardins,Good,D,,2023-09-07,1969
Sfax,330,34.73356694952579,10.759067953384044,Apartment,14,175,4,2,4,3.3,True,False,True,529000,"147 Impasse Ibn Sina, Apt. 39, Sfax, Tunisia",Gremda,Luxury,B,,2023-01-26,3023
Siliana,80,36.07757572286847,9.382450302866037,House,18,247,3,2,0,0.7,False,True,True,496000,"84 Place Abou El Kacem Chebbi, Siliana, Tunisia",Résidence Médina,Basic,C,2016.0,2023-07-01,2008
Monastir,200,35.79756296038983,10.809396013102347,House,26,120,3,3,0,3.6,False,True,True,494000,"46 Boulevard Cité Essalem, Monastir, Tunisia",Centre Ville,Basic,D,2022.0,2023-02-25,4117
Gabès,200,33.87547044049516,10.080243430197543,Villa,15,165,6,4,0,2.3,False,True,True,1230000,"18 Place Charles de Gaulle, Gabès, Tunisia",,Good,D,2021.0,2023-11-14,7455
Nabeul,200,36.457547188520394,10.74894352547443,House,41,149,2,2,0,6.7,False,True,False,358000,"176 Place Ibn Khaldoun, Nabeul, Tunisia",El Lac,Good,G,2022.0,2022-11-26,2403
Manouba,400,36.83099563662987,10.085943596313047,Villa,2,317,5,3,0,5.1,False,True,True,2701000,"98 Boulevard El Ghazela, Manouba, Tunisia",,Premium,B,,2022-01-09,8521
Sousse,270,35.84701056029327,10.612763133591034,Apartment,34,133,1,1,6,4.6,True,False,True,270000,"24 Avenue Khezama, Sousse, Tunisia",,Premium,F,2023.0,2023-01-24,2030
Sfax,330,34.74575069316823,10.738156635967167,Villa,1,234,4,2,0,5.2,False,True,True,2296000,"163 Rue El Ghazela, Sfax, Tunisia",,Luxury,B,,2023-03-04,9812
Mahdia,150,35.5242887093881,11.063690452853503,House,53,211,2,2,0,0.7,False,True,True,732000,"38 Avenue El Ghazela, Mahdia, Tunisia",Quartier Médina,Standard,D,2019.0,2022-01-27,3469
Sfax,330,34.74906741753814,10.776878696295524,Villa,5,410,7,3,0,3.3,False,True,True,4004000,"100 Place Afran, Sfax, Tunisia",Quartier Jardins,Good,D,,2022-05-04,9766
Zaghouan,150,36.3853155311242,10.120229578096907,Duplex,14,203,3,3,2,7.2,False,True,False,605000,"115 Avenue Kheireddine, Apt. 21, Zaghouan, Tunisia",Quartier Palmeraie,Premium,D,2022.0,2022-03-29,2980
Sfax,330,34.75954405729564,10.751046661372948,Studio,14,40,0,1,9,3.9,True,True,False,51000,"112 Boulevard Afran, Sfax, Tunisia",,Standard,D,,2023-02-16,1275
Tunis,634,36.78794894539636,10.179923061854353,Apartment,23,143,2,1,5,5.2,False,True,True,444000,"131 Impasse El Manar, Tunis, Tunisia",El Lac,Premium,C,,2022-12-20,3105
Kef,120,36.1875153037848,8.691448530171126,House,14,120,4,1,0,8.1,False,True,False,170000,"16 Boulevard Bardo, Kef, Tunisia",Cité Parc,Good,G,,2022-12-11,1417
Tunis,634,36.79524478291285,10.158139993713844,Apartment,13,78,2,1,7,1.8,True,False,False,273000,"1 Place Mohamed V, Tunis, Tunisia",Médina,Good,A,,2023-06-23,3500
Manouba,400,36.80541676945977,10.116755001453312,Apartment,5,164,1,2,8,2.9,False,False,True,390000,"29 Boulevard Mokhtar Attia, Manouba, Tunisia",,Basic,D,2022.0,2023-02-13,2378
Manouba,400,36.83353262057467,10.103852377675182,Studio,1,61,0,1,2,3.9,False,False,False,63000,"111 Place Carthage, Apt. 21, Manouba, Tunisia",Hay Palmeraie,Luxury,C,,2022-12-29,1033
Nabeul,200,36.43438188468923,10.757792469499966,House,52,221,4,3,0,9.5,False,True,True,558000,"98 Impasse Ibn Sina, Nabeul, Tunisia",El Parc,Good,E,2010.0,2022-04-07,2525
Sousse,270,35.825312391160004,10.617287465605147,Studio,8,57,0,1,0,5.5,False,False,True,73000,"55 Avenue Kantaoui, Apt. 13, Sousse, Tunisia",Khezama,Standard,B,,2022-03-25,1281
Manouba,400,36.83048633347258,10.109873452536155,House,44,203,4,1,0,0.6,False,True,True,692000,"99 Boulevard Tahar Sfar, Manouba, Tunisia",El Parc,Standard,D,2016.0,2022-12-21,3409
Zaghouan,150,36.414385263636156,10.15375903518972,Apartment,17,113,3,2,1,2.0,False,False,False,206000,"40 Boulevard Paris, Zaghouan, Tunisia",Cité Palmeraie,Good,F,2023.0,2022-01-30,1823
Ben Arous,600,36.73831699105482,10.213850334585377,Apartment,21,132,4,1,1,1.7,False,False,False,342000,"33 Avenue Tahar Haddad, Apt. 2, Ben Arous, Tunisia",El Parc,Basic,F,,2022-09-01,2591
Manouba,400,36.81881464992136,10.08298613750552,Apartment,17,109,4,2,0,1.8,False,False,True,272000,"185 Impasse 14 Janvier, Apt. 9, Manouba, Tunisia",Résidence Jardins,Standard,C,,2022-11-28,2495
Ben Arous,600,36.75023358484015,10.242400091279698,Apartment,1,157,4,1,6,2.3,False,False,True,449000,"36 Impasse Farhat Hached, Ben Arous, Tunisia",,Basic,A,,2023-01-08,2860
Tunis,634,36.82069762590489,10.179163088626293,House,9,113,5,3,0,2.0,False,True,True,824000,"155 Impasse Ibn Sina, Tunis, Tunisia",Centre Ville,Standard,B,,2023-01-14,7292
Kasserine,120,35.18680949691376,8.847331089809902,House,38,111,4,3,0,3.1,False,True,True,202000,"47 Impasse Omar Ibn Al Khattab, Kasserine, Tunisia",,Standard,G,2011.0,2023-07-20,1820
Sousse,270,35.832238787564215,10.621021292615422,Apartment,31,110,1,1,3,3.7,True,False,False,203000,"116 Impasse Kantaoui, Apt. 12, Sousse, Tunisia",Médina,Standard,D,2017.0,2022-04-16,1845
Kasserine,120,35.16090058901927,8.821142057770436,House,19,276,3,1,0,9.4,False,True,False,384000,"155 Rue Paris, Kasserine, Tunisia",Quartier Palmeraie,Premium,C,2022.0,2024-03-31,1391
Zaghouan,150,36.3836402053867,10.131957981018497,House,51,260,2,1,0,10.0,False,True,True,468000,"128 Avenue Kheireddine, Zaghouan, Tunisia",Hay Centre,Luxury,F,,2023-07-11,1800
Manouba,400,36.794875961215624,10.09476643749043,Apartment,16,141,4,2,8,5.4,True,False,True,324000,"129 Boulevard Ibn Sina, Apt. 35, Manouba, Tunisia",Hay Centre,Good,F,2021.0,2023-11-25,2298
Gabès,200,33.901821877393616,10.078424015837697,Penthouse,9,286,2,2,5,0.9,True,False,True,1233000,"94 Rue Kheireddine, Gabès, Tunisia",,Good,D,2022.0,2022-02-27,4311
Jendouba,100,36.51211339619737,8.790464150220657,Studio,7,35,0,1,6,8.3,True,True,False,17000,"124 Boulevard Kheireddine, Apt. 31, Jendouba, Tunisia",Cité Parc,Standard,B,,2023-11-21,486
Bizerte,150,37.25418770993317,9.895028620245292,House,6,154,3,3,0,11.9,False,True,False,431000,"21 Avenue Ibn Sina, Bizerte, Tunisia",,Standard,E,,2023-12-03,2799
Tunis,634,36.80992361010784,10.174686276056784,Villa,7,205,6,2,0,4.0,False,True,True,2590000,"193 Boulevard Mongi Slim, Tunis, Tunisia",Manar,Luxury,C,2022.0,2023-11-21,12634
Manouba,400,36.82222692917476,10.084868272920081,Apartment,0,119,1,1,5,1.8,True,False,True,300000,"133 Rue Abou El Kacem Chebbi, Apt. 40, Manouba, Tunisia",Hay Parc,Good,C,,2024-02-08,2521
Manouba,400,36.81907549185231,10.073985560378611,Apartment,8,89,1,1,6,5.3,False,False,True,158000,"63 Impasse Farhat Hached, Apt. 5, Manouba, Tunisia",Résidence Lac,Basic,C,,2022-02-22,1775
Nabeul,200,36.46827040188047,10.734908542351066,House,39,183,2,1,0,1.5,False,True,True,522000,"163 Place Tahar Haddad, Nabeul, Tunisia",Hay Médina,Standard,F,2015.0,2023-03-02,2852
Kairouan,150,35.684934645717895,10.085661890990334,House,35,279,2,1,0,6.5,False,True,False,392000,"80 Place Kheireddine, Kairouan, Tunisia",Cité Jardins,Standard,E,2012.0,2023-02-14,1405
Kef,120,36.19145368563292,8.728512013794663,Apartment,12,150,2,2,6,5.2,True,False,True,194000,"88 Place Mohamed V, Apt. 31, Kef, Tunisia",Quartier Lac,Basic,C,,2023-11-02,1293
Kasserine,120,35.170860659344214,8.836286346203089,Apartment,29,161,3,1,7,13.7,True,False,True,149000,"132 Impasse Abou El Kacem Chebbi, Apt. 22, Kasserine, Tunisia",El Palmeraie,Good,E,,2022-01-31,925
Mahdia,150,35.50241629619112,11.081904568462893,Villa,23,388,5,3,0,3.2,False,True,True,3120000,"91 Boulevard Paris, Mahdia, Tunisia",Quartier Lac,Premium,F,2017.0,2022-12-31,8041
Sfax,330,34.740493459025714,10.777390435451442,Apartment,30,139,3,1,3,4.0,False,False,True,313000,"178 Place Sfax El Jadida, Apt. 37, Sfax, Tunisia",Nouvelle Ville,Basic,G,2010.0,2023-03-10,2252
Monastir,200,35.792567602913515,10.821725241067417,Studio,6,64,0,1,9,1.7,True,False,True,89000,"149 Avenue Cité Essalem, Apt. 19, Monastir, Tunisia",Skanes,Basic,D,,2023-12-02,1391
Gafsa,120,34.411904224592874,8.77930410662799,House,21,212,3,2,0,5.1,False,True,False,436000,"160 Rue El Ferdaous, Gafsa, Tunisia",,Basic,F,,2024-02-19,2057
Tunis,634,36.822810868788764,10.167881626790969,House,28,151,3,3,0,2.5,False,True,True,813000,"33 Place La Marsa, Tunis, Tunisia",Quartier Palmeraie,Standard,E,2017.0,2023-05-11,5384
Ben Arous,600,36.75452181729289,10.243604837398038,Studio,26,35,0,1,7,4.8,True,False,True,35000,"72 Boulevard Farhat Hached, Apt. 18, Ben Arous, Tunisia",,Standard,D,,2023-05-07,1000
Tunis,634,36.799173873756416,10.188610481850136,Apartment,22,111,3,2,2,4.6,False,False,True,351000,"4 Rue Bab Bhar, Apt. 38, Tunis, Tunisia",Le Bardo,Luxury,E,2021.0,2023-11-06,3162
Sidi Bouzid,160,35.02558157870244,9.466263972268408,Studio,29,53,0,1,2,13.5,False,False,True,20000,"39 Impasse El Ferdaous, Apt. 12, Sidi Bouzid, Tunisia",,Good,D,,2024-03-27,377
Medenine,200,33.354619211254644,10.481448431170435,Apartment,27,102,4,2,2,5.3,False,False,True,185000,"180 Avenue Hannibal, Apt. 34, Medenine, Tunisia",Hay Oliveraie,Good,D,,2022-07-10,1814
Ben Arous,600,36.74186906975398,10.246055471099872,Duplex,16,110,2,2,6,3.7,True,True,False,506000,"88 Rue Mohamed V, Ben Arous, Tunisia",El Médina,Good,E,2017.0,2023-10-17,4600
Tataouine,100,32.92492346435393,10.474552267475708,House,13,138,5,2,0,8.2,False,True,True,252000,"40 Impasse Omar Ibn Al Khattab, Tataouine, Tunisia",Résidence Palmeraie,Good,C,,2022-04-18,1826
Tunis,634,36.83048671673869,10.169913801022677,Studio,27,38,0,1,2,1.3,False,False,True,50000,"198 Impasse Paris, Apt. 29, Tunis, Tunisia",Lac 1,Basic,D,2021.0,2022-07-12,1316
Tataouine,100,32.9096489111125,10.46115316421027,House,33,253,2,3,0,1.0,False,True,False,462000,"164 Avenue El Ferdaous, Tataouine, Tunisia",Cité Lac,Standard,G,2010.0,2023-03-23,1826
Manouba,400,36.806949325132415,10.077037642197979,House,3,209,4,2,0,4.9,False,True,False,774000,"148 Boulevard République, Manouba, Tunisia",Résidence Jardins,Good,A,,2022-01-19,3703
Tunis,634,36.8168761409489,10.158058745455596,Studio,27,31,0,1,5,2.2,True,False,True,39000,"194 Rue Bab Bhar, Apt. 30, Tunis, Tunisia",Menzah,Basic,D,2012.0,2022-02-11,1258
Bizerte,150,37.292909834524615,9.855832626455665,House,42,297,5,3,0,14.8,False,True,True,789000,"122 Boulevard Charles de Gaulle, Bizerte, Tunisia",Cité Oliveraie,Standard,G,2010.0,2023-07-05,2657
Ben Arous,600,36.734665593937336,10.21208361489843,Apartment,9,161,2,1,9,4.7,False,False,False,376000,"192 Place Hédi Chaker, Apt. 25, Ben Arous, Tunisia",,Good,E,,2024-03-24,2335
Ben Arous,600,36.776313317924604,10.237958468012692,Apartment,24,132,2,1,7,4.1,False,False,True,317000,"68 Avenue Hédi Chaker, Apt. 28, Ben Arous, Tunisia",Hay Centre,Standard,E,2020.0,2022-10-07,2402
Ben Arous,600,36.768368576773184,10.223181749286638,Apartment,25,126,1,2,2,2.0,False,False,False,277000,"74 Impasse Habib Bourguiba, Apt. 21, Ben Arous, Tunisia",,Premium,E,2019.0,2024-01-21,2198
Sfax,330,34.73241563637525,10.74702420033916,House,38,241,4,2,0,1.7,False,True,False,886000,"11 Rue Tahar Haddad, Sfax, Tunisia",Gremda,Good,G,2020.0,2024-01-08,3676
Kef,120,36.18163240141562,8.717491436676708,Studio,15,67,0,1,1,12.5,False,False,False,33000,"164 Boulevard Tahar Sfar, Kef, Tunisia",Quartier Jardins,Standard,E,,2022-08-07,493
Ben Arous,600,36.75988874218264,10.216155925199935,Villa,6,341,7,3,0,1.2,False,True,True,3864000,"157 Boulevard Paris, Ben Arous, Tunisia",Cité Centre,Good,G,,2023-07-07,11331
Kasserine,120,35.19463270404515,8.813887924910356,Penthouse,13,199,4,3,7,9.7,True,False,True,596000,"70 Boulevard Ali Belhouane, Kasserine, Tunisia",Cité Jardins,Premium,C,2022.0,2022-02-05,2995
Monastir,200,35.80078265873832,10.801942806125375,Villa,6,242,5,3,0,1.8,False,True,True,2430000,"101 Impasse Beni Hassen, Monastir, Tunisia",Résidence Centre,Premium,B,,2022-01-25,10041
Ben Arous,600,36.752356284590846,10.219968391905828,Apartment,25,134,2,2,7,1.4,True,False,True,339000,"173 Avenue El Ghazela, Apt. 38, Ben Arous, Tunisia",El Parc,Luxury,A,,2024-01-21,2530
Nabeul,200,36.44875617069651,10.741033228949041,Apartment,12,174,1,1,1,1.4,False,False,True,383000,"50 Place El Ghazela, Apt. 12, Nabeul, Tunisia",Cité Médina,Good,C,,2023-03-12,2201
Tunis,634,36.803279457900636,10.177242342515079,Apartment,16,121,2,2,4,3.9,True,False,False,417000,"173 Rue La Marsa, Tunis, Tunisia",La Marsa,Standard,F,2019.0,2022-09-09,3446
Ariana,350,36.87413617077066,10.204893813754325,Apartment,3,168,1,2,4,3.8,False,False,False,504000,"135 Rue El Ghazela, Apt. 23, Ariana, Tunisia",Menzah 6,Luxury,A,,2024-01-08,3000
Sousse,270,35.84116356410179,10.622097949061976,House,31,209,5,3,0,3.7,False,True,True,900000,"65 Avenue Hammam Sousse, Sousse, Tunisia",Bouhsina,Basic,F,2019.0,2023-09-16,4306
Ariana,350,36.8679764254877,10.199859739269643,Apartment,22,157,4,2,6,4.0,True,False,True,493000,"24 Rue Jardins d'El Menzah, Ariana, Tunisia",Ghazela,Premium,B,2012.0,2023-09-10,3140
Jendouba,100,36.49458689054364,8.780402877095135,Apartment,34,75,2,1,4,1.6,True,False,False,73000,"56 Place Tahar Haddad, Apt. 8, Jendouba, Tunisia",Quartier Jardins,Standard,E,2012.0,2022-08-28,973
Sousse,270,35.81518910716529,10.61669221988085,Studio,14,43,0,1,5,5.0,True,False,False,45000,"34 Impasse Kantaoui, Apt. 37, Sousse, Tunisia",Médina,Good,C,,2023-05-21,1047
Tunis,634,36.79219006053314,10.16177568232006,Apartment,10,76,3,1,8,5.5,False,False,False,209000,"29 Avenue Liberté, Apt. 30, Tunis, Tunisia",La Marsa,Standard,F,,2023-06-27,2750
Siliana,80,36.09355347875951,9.383436369655458,Apartment,11,78,1,1,2,8.4,False,False,True,55000,"20 Impasse Tahar Haddad, Siliana, Tunisia",,Good,C,,2022-05-22,705
Ben Arous,600,36.775830318579,10.239783920682363,Apartment,8,170,2,1,8,1.8,True,False,True,457000,"197 Impasse Hannibal, Apt. 21, Ben Arous, Tunisia",Résidence Palmeraie,Standard,D,2023.0,2024-03-08,2688
Gafsa,120,34.40300229193781,8.803212258696448,House,27,125,2,2,0,4.6,False,True,True,231000,"42 Rue Hannibal, Gafsa, Tunisia",Hay Parc,Standard,E,2016.0,2022-09-07,1848
Bizerte,150,37.292533758147286,9.871066016038636,House,49,278,3,1,0,9.5,False,True,False,567000,"199 Rue Hannibal, Bizerte, Tunisia",,Basic,E,,2023-03-09,2040
Sfax,330,34.744893152526394,10.784103916623627,Studio,8,60,0,1,4,3.7,True,False,True,76000,"16 Boulevard Afran, Sfax, Tunisia",Chihia,Standard,C,,2023-08-23,1267
Kef,120,36.184215218192406,8.735166091418805,House,51,115,3,3,0,9.2,False,True,False,147000,"46 Impasse Hannibal, Kef, Tunisia",Résidence Parc,Standard,E,,2023-12-20,1278
Tunis,634,36.785651937890506,10.166052593435435,Apartment,14,130,2,1,0,0.9,False,True,True,476000,"157 Impasse Bab Saadoun, Apt. 32, Tunis, Tunisia",Médina,Standard,B,2021.0,2022-04-27,3662
Sidi Bouzid,160,35.035337747172065,9.490037840416864,House,20,151,2,1,0,12.7,False,True,True,173000,"37 Place Ibn Khaldoun, Sidi Bouzid, Tunisia",Hay Parc,Good,C,2022.0,2022-01-14,1146
Gafsa,120,34.44121139259315,8.80841310575716,House,5,237,3,2,0,4.6,False,True,False,622000,"111 Avenue El Ghazela, Gafsa, Tunisia",Résidence Jardins,Standard,D,2023.0,2023-09-10,2624
Kairouan,150,35.67254257482371,10.076970781807004,Villa,23,304,4,4,0,8.9,False,True,True,1218000,"165 Rue Omar Ibn Al Khattab, Kairouan, Tunisia",,Standard,C,2021.0,2023-11-27,4007
Sfax,330,34.755658575164766,10.76551903595414,Apartment,4,149,1,2,2,1.2,False,True,False,404000,"67 Rue Ibn Sina, Apt. 5, Sfax, Tunisia",,Good,A,,2023-09-28,2711
Gabès,200,33.86632714294341,10.097941422831072,House,20,294,2,3,0,11.8,False,True,True,731000,"187 Boulevard Kheireddine, Gabès, Tunisia",El Jardins,Basic,D,2023.0,2024-01-13,2486
Ben Arous,600,36.76541551227669,10.241820589353432,Apartment,18,103,2,2,3,4.1,False,False,True,237000,"115 Rue El Ghazela, Ben Arous, Tunisia",Quartier Oliveraie,Premium,C,2013.0,2023-05-27,2301
Ben Arous,600,36.75328092059994,10.218560726506444,Apartment,10,104,3,2,5,3.2,True,False,False,297000,"168 Rue 14 Janvier, Ben Arous, Tunisia",,Standard,B,,2023-11-10,2856
Kasserine,120,35.19588712910192,8.838568130547824,House,9,265,2,2,0,7.6,False,True,False,416000,"100 Boulevard Tahar Haddad, Kasserine, Tunisia",,Good,E,,2023-06-24,1570
Nabeul,200,36.44671187596732,10.726523161210233,Apartment,8,168,1,1,9,12.5,True,False,False,294000,"180 Boulevard 14 Janvier, Nabeul, Tunisia",,Standard,C,,2023-04-09,1750
Sfax,330,34.75215514915018,10.747409172279689,Penthouse,7,147,4,3,8,4.7,True,False,True,1027000,"182 Impasse Gremda, Apt. 26, Sfax, Tunisia",Nouvelle Ville,Luxury,B,2023.0,2022-06-22,6986
Medenine,200,33.32348549944869,10.502991694448104,House,30,209,2,2,0,2.4,False,True,True,539000,"200 Rue El Ferdaous, Medenine, Tunisia",,Basic,D,2022.0,2022-03-08,2579
Manouba,400,36.7988993696322,10.10344525724618,House,19,260,5,1,0,2.8,False,True,False,975000,"58 Rue Tahar Sfar, Manouba, Tunisia",,Good,E,2010.0,2023-08-14,3750
Ben Arous,600,36.73419693374372,10.236047055228367,Apartment,34,89,1,1,7,1.2,False,False,False,173000,"177 Impasse Charles de Gaulle, Apt. 35, Ben Arous, Tunisia",,Good,D,,2022-04-12,1944
Mahdia,150,35.49376482639989,11.037212146721727,House,27,185,3,3,0,11.1,False,True,False,557000,"86 Boulevard Mokhtar Attia, Mahdia, Tunisia",,Standard,C,,2023-01-28,3011
Ben Arous,600,36.73464680288371,10.249980768891756,House,20,151,5,2,0,5.3,False,True,False,603000,"15 Rue Charles de Gaulle, Ben Arous, Tunisia",Résidence Oliveraie,Standard,G,,2022-07-22,3993
Sfax,330,34.75896773195577,10.746980451601813,Apartment,26,127,1,2,6,1.0,True,False,False,287000,"21 Impasse Afran, Apt. 19, Sfax, Tunisia",Afran,Basic,E,2017.0,2023-11-17,2260
Nabeul,200,36.46521859522728,10.742928579658699,House,54,204,4,1,0,14.2,False,True,True,562000,"52 Avenue Abou Hamed El Ghazali, Nabeul, Tunisia",Quartier Lac,Good,F,2013.0,2022-01-07,2755
Sousse,270,35.84804523557249,10.628280282976704,Studio,19,59,0,1,6,1.5,True,False,True,88000,"170 Avenue Bouhsina, Apt. 25, Sousse, Tunisia",Kantaoui,Good,F,2012.0,2023-12-06,1492
Tunis,634,36.815573030625856,10.159676786121196,Studio,14,56,0,1,8,2.0,True,False,False,88000,"177 Boulevard Abou Hamed El Ghazali, Apt. 29, Tunis, Tunisia",Médina,Standard,A,,2023-11-08,1571
Kasserine,120,35.16701236734082,8.853590883059407,Duplex,28,172,4,3,1,5.3,False,False,True,365000,"49 Avenue El Ferdaous, Apt. 2, Kasserine, Tunisia",El Médina,Good,F,2022.0,2024-02-18,2122
Zaghouan,150,36.404749043722504,10.132693975166742,Duplex,4,121,4,2,1,5.8,False,False,False,354000,"152 Avenue El Ferdaous, Apt. 5, Zaghouan, Tunisia",,Basic,D,,2023-09-21,2926
Kairouan,150,35.659113548156434,10.109776417009076,Villa,20,209,7,4,0,1.7,False,True,True,1341000,"165 Boulevard Tahar Sfar, Kairouan, Tunisia",,Standard,D,2010.0,2022-04-23,6416
